,HS6,OD,DO,POPIS
296,030739,2017-01-01,2999-12-31,"Slávky, ne: živé, čerstvé nebo chlazené"
297,030742,2017-01-01,2999-12-31,"Sépie a olihně, živé, čerstvé nebo chlazené"
298,030743,2017-01-01,2999-12-31,"Sépie a olihně, zmrazené"
299,030749,2017-01-01,2999-12-31,"Sépie a olihně, uzené, sušené, solené nebo ve slaném nálevu"
300,030751,2017-01-01,2999-12-31,"Chobotnice (Octopus spp.), živé, čerstvé nebo chlazené"
301,030752,2017-01-01,2999-12-31,"Chobotnice (Octopus spp.), zmrazené"
302,030759,2017-01-01,2999-12-31,"Chobotnice, ne: živé, čerstvé nebo chlazené"
303,030760,2017-01-01,2999-12-31,"Hlemýždi, jiní než mořští plži"
304,030771,2017-01-01,2999-12-31,"Mlži, srdcovkovití a návky (čeledi Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, My"
305,030772,2017-01-01,2999-12-31,"Mlži, srdcovkovití a návky (čeledi Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, My"
306,030779,2017-01-01,2999-12-31,"Mlži, srdcovkovití a návky, ne: živí, čerství nebo chlazení"
307,030781,2017-01-01,2999-12-31,"Ušně (Haliotis spp.), též v ulitách, živé, čerstvé nebo chlazené"
308,030782,2017-01-01,2999-12-31,"Křídlatci (Strombus spp.), též v ulitách, živí, čerství nebo chlazení"
309,030783,2017-01-01,2999-12-31,"Ušně (Haliotis spp.), též v ulitách, zmrazení"
310,030784,2017-01-01,2999-12-31,"Křídlatci (Strombus spp.), též v ulitách, zmrazení"
311,030787,2017-01-01,2999-12-31,"Ušně (Haliotis spp.), též v ulitách, uzené, sušené, solené nebo ve slaném nálevu"
312,030788,2017-01-01,2999-12-31,"Křídlatci (Strombus spp.), též v ulitách, uzené, sušené, solené nebo ve slaném nálevu"
313,030791,2017-01-01,2999-12-31,"Měkkýši, též v lasturách nebo ulitách, živí, čerství nebo chlazení (kromě ústřic, hřebenatek rodu Pecten, Chlamys nebo P"
314,030792,2017-01-01,2999-12-31,"Měkkýši, též v lasturách nebo ulitách, zmrazení (kromě ústřic, hřebenatek rodu Pecten, Chlamys nebo Placopecten, slávek"
315,030799,2017-01-01,2999-12-31,"Měkkýši, též v lasturách nebo ulitách, uzení, sušení, solení nebo ve slaném nálevu (kromě ústřic, hřebenatek rodu Pecten"
316,030811,2017-01-01,2999-12-31,"Sumýši (Stichopus japonicus, Holothuroidea), živí, čerství nebo chlazení"
317,030812,2017-01-01,2999-12-31,"Sumýši (Stichopus japonicus, Holothuroidea), zmrazení"
318,030819,2017-01-01,2999-12-31,"Sumýši (Stichopus japonicus, Holothuroidea), uzení, sušení, solení nebo ve slaném nálevu"
319,030821,2017-01-01,2999-12-31,"Ježovky (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), živé, čerstvé nebo chlaz"
320,030822,2017-01-01,2999-12-31,"Ježovky (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), zmrazené"
321,030829,2017-01-01,2999-12-31,"Ježovky (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), uzené, sušené, solené ne"
322,030830,2017-01-01,2999-12-31,Medúzy
323,030890,2017-01-01,2999-12-31,"Vodní bezobratlí, živí, čerství, chlazení, zmrazení, sušení, uzení, solení nebo ve slaném nálevu (kromě korýšů, měkkýšů,"
324,030910,2022-01-01,2999-12-31,"Moučky, prášky a pelety z ryb, způsobilé k lidskému požívání"
325,030990,2022-01-01,2999-12-31,"Moučky, prášky a pelety z korýšů, měkkýšů a jiných vodních bezobratlých, způsobilé k lidskému požívání"
326,040110,2017-01-01,2999-12-31,"Mléko,smetana nezahuštěná,neslazená,tuk do 1%"
327,040120,2017-01-01,2999-12-31,"Mléko,smetana nezahuštěná,neslazená,tuk 1-6%"
328,040140,2017-01-01,2999-12-31,"Mléko,smetana nezahuštěná,neslazená,tuk 6-10%"
329,040150,2017-01-01,2999-12-31,"Mléko,smetana nezahuštěná,neslazená,tuk 10%+"
330,040210,2017-01-01,2999-12-31,"Mléko,smetana v prášku,zrnech ap,tuk do 1,5%"
331,040221,2017-01-01,2999-12-31,"Mléko,smetana v prášku ap,tuk nad 1,5%,neslaz"
332,040229,2017-01-01,2999-12-31,"Mléko,smetana v prášku ap,tuk nad 1,5%,slaz."
333,040291,2017-01-01,2999-12-31,"Mléko,smetana zahuštěná,neslazená"
334,040299,2017-01-01,2999-12-31,"Mléko,smetana zahuštěná,slazená"
335,040310,2017-01-01,2021-12-31,Jogurt
336,040320,2022-01-01,2999-12-31,"Jogurt, též ochucený nebo obsahující přidaný cukr nebo jiná sladidla, ovoce, ořechy, kakao, čokoládu, koření, kávu, rost"
337,040390,2017-01-01,2999-12-31,"Podmáslí,kefír,mléko aj zkvaš,i ochucené ap"
338,040410,2017-01-01,2999-12-31,"Syrovátka,i zahuštěná,slazená"
339,040490,2017-01-01,2999-12-31,"Výrobky ze složek přír.mléka ost,jn,i slazené"
340,040510,2017-01-01,2999-12-31,Máslo o obsahu tuku >= 80 % a <= 95 % (kromě másla dehydrovaného nebo ghee)
341,040520,2017-01-01,2999-12-31,"Mléčné pomazánky o obsahu tuku >= 39 %, avšak < 80 % hmotnostních"
342,040590,2017-01-01,2999-12-31,"Tuky a oleje získané z mléka o obsahu tuku > 95 % hmotnostních, dehydrované máslo nebo ghee (kromě másla přírodního, rek"
343,040610,2017-01-01,2999-12-31,"Sýry čerstvé nezkvašené,tvaroh"
344,040620,2017-01-01,2999-12-31,"Sýry strouhané,sýry práškové všech druhů"
345,040630,2017-01-01,2999-12-31,"Sýry tavené,ne strouhané,práškové"
346,040640,2017-01-01,2999-12-31,Sýry s modrou plísní či plísní vytv.pomocí Penicillium roqueforti
347,040690,2017-01-01,2999-12-31,Sýry ostatní
348,040711,2017-01-01,2999-12-31,Oplodněná vejce pro líhnutí slepic druhu Gallus domesticus
349,040719,2017-01-01,2999-12-31,Oplodněná vejce pro líhnutí ostatní
350,040721,2017-01-01,2999-12-31,"Čerstvá vejce slepic druhu Gallus domesticus, ne pro líhnutí"
351,040729,2017-01-01,2999-12-31,"Čerstvá vejce ostatní, ne pro líhnutí"
352,040790,2017-01-01,2999-12-31,"Vejce ostatní, ne čerstvá a pro líhnutí"
353,040811,2017-01-01,2999-12-31,Žloutky sušené
354,040819,2017-01-01,2999-12-31,"Žloutky čerstvé,vařené,zmrazené ap,i slazené"
355,040891,2017-01-01,2999-12-31,Vejce bez skořápek sušená
356,040899,2017-01-01,2999-12-31,"Vejce bez skořápek čerstvá,vařená,zmrazená ap"
357,040900,2017-01-01,2999-12-31,Med přírodní
358,041000,2017-01-01,2021-12-31,"Výrobky živočišného původu jedlé,jn"
359,041010,2022-01-01,2999-12-31,"Hmyz, způsobilý k lidskému požívání"
360,041090,2022-01-01,2999-12-31,"Želví vejce, ptačí hnízda a jiné jedlé produkty živočišného původu, jinde neuvedené ani nezahrnuté"
361,050100,2017-01-01,2999-12-31,"Vlasy,nezpracované,prané,bez tuku,odpad vlasů"
362,050210,2017-01-01,2999-12-31,"Štětiny,chlupy z prasat dom,divokých,odpad"
363,050290,2017-01-01,2999-12-31,"Chlupy jezevčí aj k výrobě kartáč.zboží,odpad"
364,050400,2017-01-01,2999-12-31,"Střeva,měchýře,žaludky,celé,části,ne z ryb"
365,050510,2017-01-01,2999-12-31,"Péra ptačí užívaná k vycpávání,peří prachové"
366,050590,2017-01-01,2999-12-31,"Kůže aj části ptačího těla s péry,péra,odpad"
367,050610,2017-01-01,2999-12-31,"Ossein,kosti upravené kyselinou"
368,050690,2017-01-01,2999-12-31,"Kosti ostatní,rohové,prach,odpad"
369,050710,2017-01-01,2999-12-31,"Slonovina,prach,odpad"
370,050790,2017-01-01,2999-12-31,"Želvovina,kostice,rohy,parohy,kopyta ap,odpad"
371,050800,2017-01-01,2999-12-31,"Korály,ulity,lastury,krunýře ap,neopracované"
372,051000,2017-01-01,2999-12-31,"Ambra,kastoreum,cibet,pižmo,žluč,žlázy ap"
373,051110,2017-01-01,2999-12-31,Sperma býčí
374,051191,2017-01-01,2999-12-31,"Výrobky z ryb,korýšů,měkkýšů aj vod.bezobrat."
375,051199,2017-01-01,2999-12-31,Výrobky živočišného původu ostatní jn
376,060110,2017-01-01,2999-12-31,"Hlízy,cibule,kořeny,oddenky,ve vegetat.klidu"
377,060120,2017-01-01,2999-12-31,"Hlízy,cibule,kořeny,oddenky,ve vegataci,květu"
378,060210,2017-01-01,2999-12-31,"Řízky nekořenovité,rouby"
379,060220,2017-01-01,2999-12-31,"Stromy,zákrsky,keře,keříky ovocné,i roubované"
380,060230,2017-01-01,2999-12-31,"Rododendrony,azalky,i roubované"
381,060240,2017-01-01,2999-12-31,"Keře růžové,i roubované"
382,060290,2017-01-01,2999-12-31,"Ostatní živé rostliny, sazenice a podhoubí"
383,060311,2017-01-01,2999-12-31,"Květiny,poupata růží řezané na kytice ap,čerstvé"
384,060312,2017-01-01,2999-12-31,"Květiny,poupata karafiátů řezané na kytice ap,čerstvé"
385,060313,2017-01-01,2999-12-31,"Květiny,poupata orchidejí řezané na kytice ap,čerstvé"
386,060314,2017-01-01,2999-12-31,"Květiny,poupata chryzantém řezané na kytice ap,čerstvé"
387,060315,2017-01-01,2999-12-31,"Květiny,poupata lilií řezané na kytice ap,čerstvé"
388,060319,2017-01-01,2999-12-31,"Květiny,poupata ostatní řezané na kytice ap,čerstvé"
389,060390,2017-01-01,2999-12-31,"Květiny,poupata,sušené,bílené,barvené aj upra"
390,060420,2017-01-01,2999-12-31,"Listoví,listy,větve a pod,bez květů/poupat,trávy,mechy,lišejn.,čerstvé"
391,060490,2017-01-01,2999-12-31,"Listoví,listy,větve a pod,bez květů/poupat,trávy,mechy,lišejn.,ne:čerstvé"
392,070110,2017-01-01,2999-12-31,"Brambory sadbové čerstvé,chlazené"
393,070190,2017-01-01,2999-12-31,"Brambory ostatní čerstvé,chlazené"
394,070200,2017-01-01,2999-12-31,"Rajčata čerstvá,chlazená"
395,070310,2017-01-01,2999-12-31,"Cibule,šalotka čerstvá,chlazená"
396,070320,2017-01-01,2999-12-31,"Česnek čerstvý,chlazený"
397,070390,2017-01-01,2999-12-31,"Pór aj zelenina česnekovitá čerstvá,chlazená"
398,070410,2017-01-01,2999-12-31,"Květáky a brokolice, čerstvé nebo chlazené"
399,070420,2017-01-01,2999-12-31,"Kapusta růžičková čerstvá,chlazená"
400,070490,2017-01-01,2999-12-31,"Zelí, kapusta kadeřavá, kedluben a podobné jedlé rostliny rodu Brassica, čerstvé nebo chlazené (kromě květáků, brokolice"
401,070511,2017-01-01,2999-12-31,"Salát hlávkový obecný čerstvý,chlazený"
402,070519,2017-01-01,2999-12-31,"Salát hlávkový ostatní čerstvý,chlazený"
403,070521,2017-01-01,2999-12-31,"Čekanka Witloof čerstvá,chlazená"
404,070529,2017-01-01,2999-12-31,"Čekanka ostatní(ne Witloof)čerstvá,chlazená"
405,070610,2017-01-01,2999-12-31,"Mrkev,brukev čerstvá,chlazená"
406,070690,2017-01-01,2999-12-31,"Ředkvička,celer hlíz.ap kořeny jedlé čers,chl"
407,070700,2017-01-01,2999-12-31,"Okurky,nakládačky čerstvé,chlazené"
408,070810,2017-01-01,2999-12-31,"Hrách čerstvý,chlazený,i vyluštěný"
409,070820,2017-01-01,2999-12-31,"Fazole čerstvé,chlazené,i vyluštěné"
410,070890,2017-01-01,2999-12-31,"Luštěniny(ne fazole,hrách)čerst,chlaz,i vyluš"
411,070920,2017-01-01,2999-12-31,"Chřest čerstvý,chlazený"
412,070930,2017-01-01,2999-12-31,"Lilek čerstvý,chlazený"
413,070940,2017-01-01,2999-12-31,"Celer(ne hlízový)čerstvý,chlazený"
414,070951,2017-01-01,2999-12-31,"Houby čerstvé,chlazené"
415,070952,2022-01-01,2999-12-31,"Houby rodu Boletus, čerstvé nebo chlazené"
416,070953,2022-01-01,2999-12-31,"Houby rodu Cantharellus, čerstvé nebo chlazené"
417,070954,2022-01-01,2999-12-31,"Houževnatec jedlý (šítake, shiitake) (Lentinus edodes), čerstvý nebo chlazený"
418,070955,2022-01-01,2999-12-31,"Macutake (Tricholoma matsutake, Tricholoma magnivelare, Tricholoma anatolicum, Tricholoma dulciolens, Tricholoma caligat"
419,070956,2022-01-01,2999-12-31,"Lanýže (Tuber spp.), čerstvé nebo chlazené"
420,070959,2017-01-01,2999-12-31,"Jedlé houby a lanýže, čerstvé nebo chlazené (kromě hub rodu Agaricus, Boletus, Cantharellus, houževnatce jedlého (šítake"
421,070960,2017-01-01,2999-12-31,"Papriky druhu Capsicum,Pimenta čerstvé,chlaz"
422,070970,2017-01-01,2999-12-31,"Špenát vč novozéland,zahradního,čerstvý,chlaz"
423,070991,2017-01-01,2999-12-31,"Artyčoky, čerstvé nebo chlazené"
424,070992,2017-01-01,2999-12-31,"Olivy, čerstvé nebo chlazené"
425,070993,2017-01-01,2999-12-31,"Tykve, čerstvé nebo chlazené"
426,070999,2017-01-01,2999-12-31,"Zelenina ostatní, čerstvá nebo chlazená"
427,071010,2017-01-01,2999-12-31,"Brambory,i vařené,zmrazené"
428,071021,2017-01-01,2999-12-31,"Hrách,i vařený,i vyluštěný,zmrazený"
429,071022,2017-01-01,2999-12-31,"Fazole,i vařené,i vyluštěné,zmrazené"
430,071029,2017-01-01,2999-12-31,"Luštěniny ostatní,i vařené,i vyluštěné,zmraz"
431,071030,2017-01-01,2999-12-31,"Špenát vč novozéland,zahrad,i vařený,zmrazený"
432,071040,2017-01-01,2999-12-31,"Kukuřice sladká,i vařená,zmrazená"
433,071080,2017-01-01,2999-12-31,"Zelenina ostatní,i vařená,zmrazená"
434,071090,2017-01-01,2999-12-31,"Směsi zeleninové,i vařené,zmrazené"
435,071120,2017-01-01,2999-12-31,"Olivy prozatim.konzervované,nevhodné k požív."
436,071140,2017-01-01,2999-12-31,"Okurky,nakládačky prozatim.konzerv,nevh.k pož"
437,071151,2017-01-01,2999-12-31,Žampióny konzervované
438,071159,2017-01-01,2999-12-31,Ostatní houby konzervované
439,071190,2017-01-01,2999-12-31,"Zelenina ost,směsi zelenin.prozatim.konzervov"
440,071220,2017-01-01,2999-12-31,"Cibule sušená,i kousky,plátky,prášek"
441,071231,2017-01-01,2999-12-31,Žampióny sušené
442,071232,2017-01-01,2999-12-31,Jidášovo ucho sušené
443,071233,2017-01-01,2999-12-31,Rosolovka sušená
444,071234,2022-01-01,2999-12-31,"Houževnatec jedlý (šítake, shiitake) (Lentinus edodes), sušený, v celku, rozřezaný na kousky nebo plátky, rozdrcený nebo"
445,071239,2017-01-01,2999-12-31,"Houby a lanýže, sušené, v celku, rozřezané na kousky nebo plátky, rozdrcené nebo v prášku, avšak jinak neupravované (kro"
446,071290,2017-01-01,2999-12-31,"Zelenina ost,směsi zeleninové sušené,i kousky"
447,071310,2017-01-01,2999-12-31,"Hrách suchý,vyluštěný,i loupaný,drcený"
448,071320,2017-01-01,2999-12-31,"Cizrna suchá,vyluštěná,i loupaná,drcená"
449,071331,2017-01-01,2999-12-31,"Fazole Vigna,Hepper,Wilczek suchá,vylušť,loup"
450,071332,2017-01-01,2999-12-31,"Fazole malé červené suché,vyluštěné,i loupané"
451,071333,2017-01-01,2999-12-31,"Fazole obecné suché,vyluštěné,i loupané,drcen"
452,071334,2017-01-01,2999-12-31,"Vigna podzemní, sušená, vyluštěná, též loupená nebo půlená"
453,071335,2017-01-01,2999-12-31,"Vigna čínská, sušená, vyluštěná, též loupená nebo půlená"
454,071339,2017-01-01,2999-12-31,"Fazole ost.suché,vyluštěné,i loupané,drcené"
455,071340,2017-01-01,2999-12-31,"Čočka suchá,vyluštěná,i loupaná,drcená"
456,071350,2017-01-01,2999-12-31,"Boby,boby koňské suché,vyluštěné,i loupané"
457,071360,2017-01-01,2999-12-31,"Kajan indický, sušený, vyluštěný, též loupený nebo půlený"
458,071390,2017-01-01,2999-12-31,"Luštěniny ost.suché,vyluštěné,i loupané,drcen"
459,071410,2017-01-01,2999-12-31,"Kořeny maniokové čerstvé,sušené,i aglomerovan"
460,071420,2017-01-01,2999-12-31,"Batáty čerstvé,sušené,i aglomerované,řezané"
461,071430,2017-01-01,2999-12-31,Jam (Dioscorea spp.)
462,071440,2017-01-01,2999-12-31,Kolokázie (Colocasia spp.)
463,071450,2017-01-01,2999-12-31,Xanthosoma (Xanthosoma spp.)
464,071490,2017-01-01,2999-12-31,"Kořeny marantové,salepové aj čerstvé,sušené"
465,080111,2017-01-01,2999-12-31,Dehydrovaná dřeň kokosových ořechů
466,080112,2017-01-01,2999-12-31,"Kokosové ořechy, ve vnitřní skořápce (endokarpu), čerstvé nebo sušené"
467,080119,2017-01-01,2999-12-31,Ostatní kokosové ořechy
468,080121,2017-01-01,2999-12-31,Paraořechy ve skořápce
469,080122,2017-01-01,2999-12-31,Paraořechy vyloupané
470,080131,2017-01-01,2999-12-31,Akažuové ořechy (kešu) ve skořápce
471,080132,2017-01-01,2999-12-31,Akaužové ořechy (kešu)
472,080211,2017-01-01,2999-12-31,"Mandle nevyloupané čerstvé,sušené"
473,080212,2017-01-01,2999-12-31,"Mandle vyloupané čerstvé,sušené"
474,080221,2017-01-01,2999-12-31,"Oříšky lískové nevyloupané čerstvé,sušené"
475,080222,2017-01-01,2999-12-31,"Oříšky lískové vyloupané čerstvé,sušené"
476,080231,2017-01-01,2999-12-31,"Ořechy vlašské nevyloupané čerstvé,sušené"
477,080232,2017-01-01,2999-12-31,"Ořechy vlašské vyloupané čerstvé,sušené"
478,080241,2017-01-01,2999-12-31,"Kaštany, ve skořápce, čerstvé nebo sušené"
479,080242,2017-01-01,2999-12-31,"Kaštany, bez skořápky, čerstvé nebo sušené"
480,080251,2017-01-01,2999-12-31,"Pistácie, ve skořápce, čerstvé nebo sušené"
481,080252,2017-01-01,2999-12-31,"Pistácie, bez skořápky, čerstvé nebo sušené"
482,080261,2017-01-01,2999-12-31,"Makadamové ořechy, ve skořápce, čerstvé nebo sušené"
483,080262,2017-01-01,2999-12-31,"Makadamové ořechy, bez skořápky, čerstvé nebo sušené"
484,080270,2017-01-01,2999-12-31,"Kola ořechy (Cola spp.), čerstvé nebo sušené"
485,080280,2017-01-01,2999-12-31,"Arekové ořechy (Cola spp.), čerstvé nebo sušené"
486,080290,2017-01-01,2021-12-31,"Ovoce skořápkové ostatní čerstvé,sušené"
487,080291,2022-01-01,2999-12-31,"Piniové oříšky, ve skořápce, čerstvé nebo sušené"
488,080292,2022-01-01,2999-12-31,"Piniové oříšky, bez skořápky, čerstvé nebo sušené"
489,080299,2022-01-01,2999-12-31,"Skořápkové ovoce, též bez skořápky nebo vyloupané, čerstvé nebo sušené (kromě kokosových ořechů, para a kešú ořechů, man"
490,080310,2017-01-01,2999-12-31,"Plantejny, čerstvé nebo sušené"
491,080390,2017-01-01,2999-12-31,"Banány, čerstvé nebo sušené"
492,080410,2017-01-01,2999-12-31,"Datle čerstvé,sušené"
493,080420,2017-01-01,2999-12-31,"Fíky čerstvé,sušené"
494,080430,2017-01-01,2999-12-31,"Ananas čerstvý,sušený"
495,080440,2017-01-01,2999-12-31,"Avocato čerstvé,sušené"
496,080450,2017-01-01,2999-12-31,"Kvajava,mango,mangostany čerstvé,sušené"
497,080510,2017-01-01,2999-12-31,"Pomeranče čerstvé,sušené"
498,080521,2017-01-01,2999-12-31,"Mandarinky (včetně tangerinek a satsum), čerstvé nebo sušené; ne: klementinky"
499,080522,2017-01-01,2999-12-31,"Klementinky včetně monreale, čerstvé nebo sušené"
500,080529,2017-01-01,2999-12-31,"Wilkingy a podobné citrusové hybridy, čerstvé nebo sušené"
501,080540,2017-01-01,2999-12-31,"Grapefruity (vč.pomel) čerstvé,sušené"
502,080550,2017-01-01,2999-12-31,Citrony a limety čerstvé
503,080590,2017-01-01,2999-12-31,"Plody citrusové ostatní čerstvé,sušené"
504,080610,2017-01-01,2999-12-31,Hrozny vinné čerstvé
505,080620,2017-01-01,2999-12-31,Hrozny vinné sušené
506,080711,2017-01-01,2999-12-31,Vodní melouny
507,080719,2017-01-01,2999-12-31,Ostatní melouny
508,080720,2017-01-01,2999-12-31,Papáje čerstvé
509,080810,2017-01-01,2999-12-31,Jablka čerstvá
510,080830,2017-01-01,2999-12-31,"Hrušky, čerstvé"
511,080840,2017-01-01,2999-12-31,"Kdoule, čerstvé"
512,080910,2017-01-01,2999-12-31,Meruňky čerstvé
513,080921,2017-01-01,2999-12-31,"Višeň obecná, čerstvá"
514,080929,2017-01-01,2999-12-31,"Třešně a višně, čerstvé, ne: višeň obecná"
515,080930,2017-01-01,2999-12-31,"Broskve vč nektarinek,čerstvé"
516,080940,2017-01-01,2999-12-31,"Švestky,trnky čerstvé"
517,081010,2017-01-01,2999-12-31,Jahody čerstvé
518,081020,2017-01-01,2999-12-31,"Maliny,moruše,ostružiny,maliny ostruž.čerstvé"
519,081030,2017-01-01,2999-12-31,"Černý, bílý nebo červený rybíz a angrešt"
520,081040,2017-01-01,2999-12-31,"Brusinky,borůvky aj druhu Vaccinium čerstvé"
521,081050,2017-01-01,2999-12-31,Kiwi
522,081060,2017-01-01,2999-12-31,Duriany čerstvé
